epochs,loss,accuracy0,6976.54783141613,0.2666
1,6562.667112708092,0.2917
2,6925.066105604172,0.1659
3,6963.062840104103,0.1404
4,6804.671363711357,0.1788
5,6688.700224280357,0.1818
6,6682.763757228851,0.1778
7,6636.396615862846,0.1734
8,6687.72310590744,0.1826
9,6770.611516952515,0.1533
10,6776.8884699344635,0.1791
11,6775.198042392731,0.1777
12,6755.92423915863,0.1583
13,6749.082046747208,0.183
14,6756.054140925407,0.1754
15,6727.805638670921,0.1852
16,6737.657601356506,0.184
17,6717.1152765750885,0.1613
18,6721.653012633324,0.1775
19,6710.384220600128,0.1796
20,6716.888537168503,0.185
21,6722.106822252274,0.1679
22,6714.527690768242,0.1807
23,6697.661944150925,0.1777
24,6708.970458507538,0.185
25,6705.829448699951,0.187
26,6688.1405020952225,0.1866
27,6697.960426449776,0.1659
28,6684.589495182037,0.1318
29,6683.470546841621,0.1797
30,6677.245501637459,0.1597
31,6667.626123547554,0.1696
32,6679.819818973541,0.166
33,6677.142228484154,0.1704
34,6673.596245884895,0.1772
35,6669.659852266312,0.1769
36,6656.389291524887,0.1854
37,6655.026282429695,0.1859
38,6668.636880874634,0.1884
39,6655.299792289734,0.1857
40,6644.571936488152,0.1817
41,6637.251251339912,0.1837
42,6644.74020087719,0.1703
43,6640.601737499237,0.1795
44,6628.753666758537,0.1883
45,6611.758919596672,0.1886
46,6637.201800584793,0.1788
47,6612.256013274193,0.1864
48,6626.496461391449,0.1848
49,6605.795325160027,0.1802
