epochs,loss,accuracy0,8099.940979242325,0.2989
1,6237.196184396744,0.265
2,5879.953437805176,0.3246
3,5813.886066913605,0.216
4,6017.045122385025,0.2976
5,5969.3530440330505,0.311
6,5836.442450881004,0.2836
7,6077.181616067886,0.2759
8,6076.482693910599,0.2471
9,6069.883714199066,0.2193
10,5999.171329975128,0.2801
11,6158.684487938881,0.1
12,6029.4378073215485,0.334
13,5984.127944946289,0.3162
14,5983.590229034424,0.3348
15,6117.186181783676,0.3244
16,5783.250534415245,0.3532
17,5707.166515469551,0.1
18,5731.650639533997,0.3154
19,5845.213054299355,0.3478
20,5885.716653347015,0.3373
21,5864.85775744915,0.3464
22,5888.944297671318,0.3595
23,5897.626473665237,0.3637
24,5924.192006111145,0.3268
25,5959.27901995182,0.3586
26,5876.152055263519,0.3646
27,5921.497925400734,0.356
28,5946.001384496689,0.1
29,6000.746152162552,0.3379
30,5923.365646481514,0.1891
31,5896.231310606003,0.3469
32,5959.00818836689,0.3649
33,5852.973301410675,0.371
34,5882.13953769207,0.3541
35,5837.738756775856,0.3589
36,5803.401345491409,0.32
37,5780.3156661987305,0.3629
38,5779.354523777962,0.1
39,5868.924768090248,0.3053
40,5926.852863669395,0.3656
41,5845.198913693428,0.1
42,5864.073205471039,0.3239
43,5874.591424465179,0.3722
44,5746.118590831757,0.3389
45,5736.706527233124,0.2297
46,5965.842227220535,0.3035
47,5869.5217707157135,0.1
48,6010.998265504837,0.3277
49,5979.784052729607,0.2125
50,5930.023477315903,0.3489
51,5889.915028214455,0.343
52,5900.942342400551,0.3468
53,5887.088482737541,0.3289
54,5940.074189782143,0.3528
55,5948.972398400307,0.3453
56,5928.912617087364,0.348
57,6063.025860071182,0.3548
58,5874.237913131714,0.3333
59,5816.52621281147,0.3664
60,5808.114767551422,0.3248
61,5797.466562390327,0.3729
62,5801.06084215641,0.3732
63,5796.374711990356,0.3738
64,5798.34011900425,0.3735
65,5748.099517226219,0.3724
66,5755.917871117592,0.3762
67,5747.28307557106,0.3697
68,5753.993115663528,0.3759
69,5722.7913945913315,0.3002
70,5721.40315079689,0.3734
71,5769.376770377159,0.3481
72,5721.977698922157,0.3723
73,5714.555166721344,0.3724
74,5742.844411492348,0.3398
75,5818.116864085197,0.1762
76,6226.110817313194,0.2924
77,6282.881877183914,0.2994
78,5985.552012562752,0.3368
79,5962.420366883278,0.3051
